Systematic Name,Standard Name,complex,term_link,gene_link
YLR295C,ATP14,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","<a href='https://www.yeastgenome.org/go/GO:0000276' target='_blank'>mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)</a>",<a href='https://www.yeastgenome.org/locus/YLR295C/go' target='_blank'>YLR295C</a>
YLR295C,ATP14,mitochondrial proton-transporting ATP synthase complex,<a href='https://www.yeastgenome.org/go/GO:0005753' target='_blank'>mitochondrial proton-transporting ATP synthase complex</a>,<a href='https://www.yeastgenome.org/locus/YLR295C/go' target='_blank'>YLR295C</a>
YIL003W,CFD1,Nbp35-Cfd1 ATPase complex,<a href='https://www.yeastgenome.org/go/GO:1904564' target='_blank'>Nbp35-Cfd1 ATPase complex</a>,<a href='https://www.yeastgenome.org/locus/YIL003W/go' target='_blank'>YIL003W</a>
YHR001W-A,QCR10,mitochondrial respiratory chain complex III,<a href='https://www.yeastgenome.org/go/GO:0005750' target='_blank'>mitochondrial respiratory chain complex III</a>,<a href='https://www.yeastgenome.org/locus/YHR001W-A/go' target='_blank'>YHR001W-A</a>
YHR188C,GPI16,GPI-anchor transamidase complex,<a href='https://www.yeastgenome.org/go/GO:0042765' target='_blank'>GPI-anchor transamidase complex</a>,<a href='https://www.yeastgenome.org/locus/YHR188C/go' target='_blank'>YHR188C</a>
YDL031W,DBP10,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YDL031W/go' target='_blank'>YDL031W</a>
YDL031W,DBP10,"preribosome, large subunit precursor","<a href='https://www.yeastgenome.org/go/GO:0030687' target='_blank'>preribosome, large subunit precursor</a>",<a href='https://www.yeastgenome.org/locus/YDL031W/go' target='_blank'>YDL031W</a>
YDL031W,DBP10,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YDL031W/go' target='_blank'>YDL031W</a>
YBR060C,ORC2,DNA replication preinitiation complex,<a href='https://www.yeastgenome.org/go/GO:0031261' target='_blank'>DNA replication preinitiation complex</a>,<a href='https://www.yeastgenome.org/locus/YBR060C/go' target='_blank'>YBR060C</a>
YBR060C,ORC2,nuclear origin of replication recognition complex,<a href='https://www.yeastgenome.org/go/GO:0005664' target='_blank'>nuclear origin of replication recognition complex</a>,<a href='https://www.yeastgenome.org/locus/YBR060C/go' target='_blank'>YBR060C</a>
YBR060C,ORC2,nuclear pre-replicative complex,<a href='https://www.yeastgenome.org/go/GO:0005656' target='_blank'>nuclear pre-replicative complex</a>,<a href='https://www.yeastgenome.org/locus/YBR060C/go' target='_blank'>YBR060C</a>
YOL112W,MSB4,polarisome,<a href='https://www.yeastgenome.org/go/GO:0000133' target='_blank'>polarisome</a>,<a href='https://www.yeastgenome.org/locus/YOL112W/go' target='_blank'>YOL112W</a>
YDR374W-A,WIP1,"chromosome, centromeric region","<a href='https://www.yeastgenome.org/go/GO:0000775' target='_blank'>chromosome, centromeric region</a>",<a href='https://www.yeastgenome.org/locus/YDR374W-A/go' target='_blank'>YDR374W-A</a>
YDR374W-A,WIP1,kinetochore,<a href='https://www.yeastgenome.org/go/GO:0000776' target='_blank'>kinetochore</a>,<a href='https://www.yeastgenome.org/locus/YDR374W-A/go' target='_blank'>YDR374W-A</a>
YCR094W,CDC50,Cdc50p-Drs2p complex,<a href='https://www.yeastgenome.org/go/GO:1990530' target='_blank'>Cdc50p-Drs2p complex</a>,<a href='https://www.yeastgenome.org/locus/YCR094W/go' target='_blank'>YCR094W</a>
YPR110C,RPC40,DNA-directed RNA polymerase I complex,<a href='https://www.yeastgenome.org/go/GO:0005736' target='_blank'>DNA-directed RNA polymerase I complex</a>,<a href='https://www.yeastgenome.org/locus/YPR110C/go' target='_blank'>YPR110C</a>
YPR110C,RPC40,DNA-directed RNA polymerase III complex,<a href='https://www.yeastgenome.org/go/GO:0005666' target='_blank'>DNA-directed RNA polymerase III complex</a>,<a href='https://www.yeastgenome.org/locus/YPR110C/go' target='_blank'>YPR110C</a>
YHR187W,IKI1,Elongator holoenzyme complex,<a href='https://www.yeastgenome.org/go/GO:0033588' target='_blank'>Elongator holoenzyme complex</a>,<a href='https://www.yeastgenome.org/locus/YHR187W/go' target='_blank'>YHR187W</a>
YGR195W,SKI6,cytoplasmic exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000177' target='_blank'>cytoplasmic exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YGR195W/go' target='_blank'>YGR195W</a>
YGR195W,SKI6,exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000178' target='_blank'>exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YGR195W/go' target='_blank'>YGR195W</a>
YGR195W,SKI6,nuclear exosome (RNase complex),<a href='https://www.yeastgenome.org/go/GO:0000176' target='_blank'>nuclear exosome (RNase complex)</a>,<a href='https://www.yeastgenome.org/locus/YGR195W/go' target='_blank'>YGR195W</a>
YMR032W,HOF1,HICS complex,<a href='https://www.yeastgenome.org/go/GO:0044697' target='_blank'>HICS complex</a>,<a href='https://www.yeastgenome.org/locus/YMR032W/go' target='_blank'>YMR032W</a>
YIL126W,STH1,RSC complex,<a href='https://www.yeastgenome.org/go/GO:0016586' target='_blank'>RSC complex</a>,<a href='https://www.yeastgenome.org/locus/YIL126W/go' target='_blank'>YIL126W</a>
YIL027C,EMC5,ER membrane protein complex,<a href='https://www.yeastgenome.org/go/GO:0072546' target='_blank'>ER membrane protein complex</a>,<a href='https://www.yeastgenome.org/locus/YIL027C/go' target='_blank'>YIL027C</a>
YGR078C,PAC10,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YGR078C/go' target='_blank'>YGR078C</a>
YGR078C,PAC10,polysome,<a href='https://www.yeastgenome.org/go/GO:0005844' target='_blank'>polysome</a>,<a href='https://www.yeastgenome.org/locus/YGR078C/go' target='_blank'>YGR078C</a>
YGR078C,PAC10,prefoldin complex,<a href='https://www.yeastgenome.org/go/GO:0016272' target='_blank'>prefoldin complex</a>,<a href='https://www.yeastgenome.org/locus/YGR078C/go' target='_blank'>YGR078C</a>
YER171W,RAD3,"DNA-directed RNA polymerase II, holoenzyme","<a href='https://www.yeastgenome.org/go/GO:0016591' target='_blank'>DNA-directed RNA polymerase II, holoenzyme</a>",<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YER171W,RAD3,RNA polymerase II transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0090575' target='_blank'>RNA polymerase II transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YER171W,RAD3,carboxy-terminal domain protein kinase complex,<a href='https://www.yeastgenome.org/go/GO:0032806' target='_blank'>carboxy-terminal domain protein kinase complex</a>,<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YER171W,RAD3,core TFIIH complex,<a href='https://www.yeastgenome.org/go/GO:0000439' target='_blank'>core TFIIH complex</a>,<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YER171W,RAD3,holo TFIIH complex,<a href='https://www.yeastgenome.org/go/GO:0005675' target='_blank'>holo TFIIH complex</a>,<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YER171W,RAD3,nucleotide-excision repair factor 3 complex,<a href='https://www.yeastgenome.org/go/GO:0000112' target='_blank'>nucleotide-excision repair factor 3 complex</a>,<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YER171W,RAD3,transcription factor complex,<a href='https://www.yeastgenome.org/go/GO:0005667' target='_blank'>transcription factor complex</a>,<a href='https://www.yeastgenome.org/locus/YER171W/go' target='_blank'>YER171W</a>
YKL095W,YJU2,U2-type catalytic step 1 spliceosome,<a href='https://www.yeastgenome.org/go/GO:0071006' target='_blank'>U2-type catalytic step 1 spliceosome</a>,<a href='https://www.yeastgenome.org/locus/YKL095W/go' target='_blank'>YKL095W</a>
YKL095W,YJU2,U2-type spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005684' target='_blank'>U2-type spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YKL095W/go' target='_blank'>YKL095W</a>
YKL095W,YJU2,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YKL095W/go' target='_blank'>YKL095W</a>
YKL095W,YJU2,spliceosomal complex,<a href='https://www.yeastgenome.org/go/GO:0005681' target='_blank'>spliceosomal complex</a>,<a href='https://www.yeastgenome.org/locus/YKL095W/go' target='_blank'>YKL095W</a>
YLR344W,RPL26A,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YLR344W/go' target='_blank'>YLR344W</a>
YLR344W,RPL26A,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YLR344W/go' target='_blank'>YLR344W</a>
YLR344W,RPL26A,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YLR344W/go' target='_blank'>YLR344W</a>
YLR344W,RPL26A,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YLR344W/go' target='_blank'>YLR344W</a>
YLR344W,RPL26A,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YLR344W/go' target='_blank'>YLR344W</a>
YOL077W-A,ATP19,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","<a href='https://www.yeastgenome.org/go/GO:0000276' target='_blank'>mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)</a>",<a href='https://www.yeastgenome.org/locus/YOL077W-A/go' target='_blank'>YOL077W-A</a>
YOL077W-A,ATP19,mitochondrial proton-transporting ATP synthase complex,<a href='https://www.yeastgenome.org/go/GO:0005753' target='_blank'>mitochondrial proton-transporting ATP synthase complex</a>,<a href='https://www.yeastgenome.org/locus/YOL077W-A/go' target='_blank'>YOL077W-A</a>
YPL098C,MGR2,mitochondrial inner membrane presequence translocase complex,<a href='https://www.yeastgenome.org/go/GO:0005744' target='_blank'>mitochondrial inner membrane presequence translocase complex</a>,<a href='https://www.yeastgenome.org/locus/YPL098C/go' target='_blank'>YPL098C</a>
YLR397C,AFG2,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YLR397C/go' target='_blank'>YLR397C</a>
YLR397C,AFG2,"preribosome, large subunit precursor","<a href='https://www.yeastgenome.org/go/GO:0030687' target='_blank'>preribosome, large subunit precursor</a>",<a href='https://www.yeastgenome.org/locus/YLR397C/go' target='_blank'>YLR397C</a>
YLR397C,AFG2,preribosome,<a href='https://www.yeastgenome.org/go/GO:0030684' target='_blank'>preribosome</a>,<a href='https://www.yeastgenome.org/locus/YLR397C/go' target='_blank'>YLR397C</a>
YNL253W,TEX1,transcription export complex,<a href='https://www.yeastgenome.org/go/GO:0000346' target='_blank'>transcription export complex</a>,<a href='https://www.yeastgenome.org/locus/YNL253W/go' target='_blank'>YNL253W</a>
snR69,,box C/D snoRNP complex,<a href='https://www.yeastgenome.org/go/GO:0031428' target='_blank'>box C/D snoRNP complex</a>,<a href='https://www.yeastgenome.org/locus/snR69/go' target='_blank'>snR69</a>
snR69,,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/snR69/go' target='_blank'>snR69</a>
snR69,,small nucleolar ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0005732' target='_blank'>small nucleolar ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/snR69/go' target='_blank'>snR69</a>
YBR087W,RFC5,Ctf18 RFC-like complex,<a href='https://www.yeastgenome.org/go/GO:0031390' target='_blank'>Ctf18 RFC-like complex</a>,<a href='https://www.yeastgenome.org/locus/YBR087W/go' target='_blank'>YBR087W</a>
YBR087W,RFC5,DNA replication factor C complex,<a href='https://www.yeastgenome.org/go/GO:0005663' target='_blank'>DNA replication factor C complex</a>,<a href='https://www.yeastgenome.org/locus/YBR087W/go' target='_blank'>YBR087W</a>
YBR087W,RFC5,Elg1 RFC-like complex,<a href='https://www.yeastgenome.org/go/GO:0031391' target='_blank'>Elg1 RFC-like complex</a>,<a href='https://www.yeastgenome.org/locus/YBR087W/go' target='_blank'>YBR087W</a>
YBR087W,RFC5,Rad17 RFC-like complex,<a href='https://www.yeastgenome.org/go/GO:0031389' target='_blank'>Rad17 RFC-like complex</a>,<a href='https://www.yeastgenome.org/locus/YBR087W/go' target='_blank'>YBR087W</a>
YGL113W,SLD3,DNA replication preinitiation complex,<a href='https://www.yeastgenome.org/go/GO:0031261' target='_blank'>DNA replication preinitiation complex</a>,<a href='https://www.yeastgenome.org/locus/YGL113W/go' target='_blank'>YGL113W</a>
YGL113W,SLD3,chromatin,<a href='https://www.yeastgenome.org/go/GO:0000785' target='_blank'>chromatin</a>,<a href='https://www.yeastgenome.org/locus/YGL113W/go' target='_blank'>YGL113W</a>
YGL113W,SLD3,"chromosome, centromeric region","<a href='https://www.yeastgenome.org/go/GO:0000775' target='_blank'>chromosome, centromeric region</a>",<a href='https://www.yeastgenome.org/locus/YGL113W/go' target='_blank'>YGL113W</a>
YGL113W,SLD3,nuclear chromatin,<a href='https://www.yeastgenome.org/go/GO:0000790' target='_blank'>nuclear chromatin</a>,<a href='https://www.yeastgenome.org/locus/YGL113W/go' target='_blank'>YGL113W</a>
YDL093W,PMT5,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex,<a href='https://www.yeastgenome.org/go/GO:0097584' target='_blank'>dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex</a>,<a href='https://www.yeastgenome.org/locus/YDL093W/go' target='_blank'>YDL093W</a>
YDL093W,PMT5,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex,<a href='https://www.yeastgenome.org/go/GO:0097585' target='_blank'>dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex</a>,<a href='https://www.yeastgenome.org/locus/YDL093W/go' target='_blank'>YDL093W</a>
YDL093W,PMT5,dolichyl-phosphate-mannose-protein mannosyltransferase complex,<a href='https://www.yeastgenome.org/go/GO:0031502' target='_blank'>dolichyl-phosphate-mannose-protein mannosyltransferase complex</a>,<a href='https://www.yeastgenome.org/locus/YDL093W/go' target='_blank'>YDL093W</a>
YDL093W,PMT5,mannosyltransferase complex,<a href='https://www.yeastgenome.org/go/GO:0031501' target='_blank'>mannosyltransferase complex</a>,<a href='https://www.yeastgenome.org/locus/YDL093W/go' target='_blank'>YDL093W</a>
YBR280C,SAF1,SCF ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0019005' target='_blank'>SCF ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YBR280C/go' target='_blank'>YBR280C</a>
YBR280C,SAF1,ubiquitin ligase complex,<a href='https://www.yeastgenome.org/go/GO:0000151' target='_blank'>ubiquitin ligase complex</a>,<a href='https://www.yeastgenome.org/locus/YBR280C/go' target='_blank'>YBR280C</a>
YGR193C,PDX1,mitochondrial pyruvate dehydrogenase complex,<a href='https://www.yeastgenome.org/go/GO:0005967' target='_blank'>mitochondrial pyruvate dehydrogenase complex</a>,<a href='https://www.yeastgenome.org/locus/YGR193C/go' target='_blank'>YGR193C</a>
YOR312C,RPL20B,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YOR312C/go' target='_blank'>YOR312C</a>
YOR312C,RPL20B,cytosolic ribosome,<a href='https://www.yeastgenome.org/go/GO:0022626' target='_blank'>cytosolic ribosome</a>,<a href='https://www.yeastgenome.org/locus/YOR312C/go' target='_blank'>YOR312C</a>
YOR312C,RPL20B,intracellular ribonucleoprotein complex,<a href='https://www.yeastgenome.org/go/GO:0030529' target='_blank'>intracellular ribonucleoprotein complex</a>,<a href='https://www.yeastgenome.org/locus/YOR312C/go' target='_blank'>YOR312C</a>
YOR312C,RPL20B,large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0015934' target='_blank'>large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YOR312C/go' target='_blank'>YOR312C</a>
YOR312C,RPL20B,ribosome,<a href='https://www.yeastgenome.org/go/GO:0005840' target='_blank'>ribosome</a>,<a href='https://www.yeastgenome.org/locus/YOR312C/go' target='_blank'>YOR312C</a>
YLR459W,GAB1,GPI-anchor transamidase complex,<a href='https://www.yeastgenome.org/go/GO:0042765' target='_blank'>GPI-anchor transamidase complex</a>,<a href='https://www.yeastgenome.org/locus/YLR459W/go' target='_blank'>YLR459W</a>
YPL124W,SPC29,central plaque of spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005823' target='_blank'>central plaque of spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YPL124W/go' target='_blank'>YPL124W</a>
YPL124W,SPC29,spindle pole body,<a href='https://www.yeastgenome.org/go/GO:0005816' target='_blank'>spindle pole body</a>,<a href='https://www.yeastgenome.org/locus/YPL124W/go' target='_blank'>YPL124W</a>
YPL131W,RPL5,cytosolic large ribosomal subunit,<a href='https://www.yeastgenome.org/go/GO:0022625' target='_blank'>cytosolic large ribosomal subunit</a>,<a href='https://www.yeastgenome.org/locus/YPL131W/go' target='_blank'>YPL131W</a>
