Systematic Name,Standard Name,pathway,Reference,term_link,gene_link
YJL130C,URA2,arginine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12603335' target='_blank'>12603335</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073096' target='_blank'>S000073096</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11553611' target='_blank'>11553611</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000066207' target='_blank'>S000066207</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/205532' target='_blank'>205532</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ARGININE-SYN"" target=""_blank"">arginine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJL130C' target='_blank'>YJL130C</a>
YMR062C,ARG7,arginine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12603335' target='_blank'>12603335</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073096' target='_blank'>S000073096</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11553611' target='_blank'>11553611</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000066207' target='_blank'>S000066207</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/205532' target='_blank'>205532</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ARGININE-SYN"" target=""_blank"">arginine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR062C' target='_blank'>YMR062C</a>
YER069W,"ARG5,6",arginine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12603335' target='_blank'>12603335</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073096' target='_blank'>S000073096</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11553611' target='_blank'>11553611</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000066207' target='_blank'>S000066207</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/205532' target='_blank'>205532</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ARGININE-SYN"" target=""_blank"">arginine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YER069W' target='_blank'>YER069W</a>
YJL088W,ARG3,arginine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12603335' target='_blank'>12603335</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073096' target='_blank'>S000073096</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11553611' target='_blank'>11553611</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000066207' target='_blank'>S000066207</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/205532' target='_blank'>205532</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ARGININE-SYN"" target=""_blank"">arginine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YJL088W' target='_blank'>YJL088W</a>
YPL111W,CAR1,arginine degradation (anaerobic),PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12620851' target='_blank'>12620851</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072637' target='_blank'>S000072637</a>,"<a href="""" target=""_blank"">arginine degradation (anaerobic)</a>",<a href='https://www.yeastgenome.org/locus/YPL111W' target='_blank'>YPL111W</a>
YLR438W,CAR2,arginine degradation (anaerobic),PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12620851' target='_blank'>12620851</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072637' target='_blank'>S000072637</a>,"<a href="""" target=""_blank"">arginine degradation (anaerobic)</a>",<a href='https://www.yeastgenome.org/locus/YLR438W' target='_blank'>YLR438W</a>
YER023W,PRO3,arginine degradation (anaerobic),PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12620851' target='_blank'>12620851</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072637' target='_blank'>S000072637</a>,"<a href="""" target=""_blank"">arginine degradation (anaerobic)</a>",<a href='https://www.yeastgenome.org/locus/YER023W' target='_blank'>YER023W</a>
YPR145W,ASN1,asparagine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-SYN"" target=""_blank"">asparagine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YPR145W' target='_blank'>YPR145W</a>
YGR124W,ASN2,asparagine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-SYN"" target=""_blank"">asparagine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGR124W' target='_blank'>YGR124W</a>
YKL106W,AAT1,asparagine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-SYN"" target=""_blank"">asparagine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKL106W' target='_blank'>YKL106W</a>
YLR027C,AAT2,asparagine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-SYN"" target=""_blank"">asparagine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR027C' target='_blank'>YLR027C</a>
YDR321W,ASP1,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YDR321W' target='_blank'>YDR321W</a>
YLR155C,ASP3-1,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YLR155C' target='_blank'>YLR155C</a>
YLR157C,ASP3-2,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YLR157C' target='_blank'>YLR157C</a>
YLR158C,ASP3-3,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YLR158C' target='_blank'>YLR158C</a>
YLR160C,ASP3-4,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YLR160C' target='_blank'>YLR160C</a>
YKL106W,AAT1,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YKL106W' target='_blank'>YKL106W</a>
YLR027C,AAT2,asparagine degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10640599' target='_blank'>10640599</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000061758' target='_blank'>S000061758</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPARAGINE-DEG2-PWY"" target=""_blank"">asparagine degradation</a>",<a href='https://www.yeastgenome.org/locus/YLR027C' target='_blank'>YLR027C</a>
YKL106W,AAT1,aspartate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11082192' target='_blank'>11082192</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000059345' target='_blank'>S000059345</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPBIO-PWY"" target=""_blank"">aspartate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKL106W' target='_blank'>YKL106W</a>
YLR027C,AAT2,aspartate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11082192' target='_blank'>11082192</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000059345' target='_blank'>S000059345</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPBIO-PWY"" target=""_blank"">aspartate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR027C' target='_blank'>YLR027C</a>
YGL062W,PYC1,aspartate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11082192' target='_blank'>11082192</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000059345' target='_blank'>S000059345</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPBIO-PWY"" target=""_blank"">aspartate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGL062W' target='_blank'>YGL062W</a>
YBR218C,PYC2,aspartate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11082192' target='_blank'>11082192</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000059345' target='_blank'>S000059345</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/14745783' target='_blank'>14745783</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000075415' target='_blank'>S000075415</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ASPBIO-PWY"" target=""_blank"">aspartate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR218C' target='_blank'>YBR218C</a>
YMR170C,ALD2,beta-alanine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12586697' target='_blank'>12586697</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072585' target='_blank'>S000072585</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-5760-1"" target=""_blank"">beta-alanine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR170C' target='_blank'>YMR170C</a>
YMR169C,ALD3,beta-alanine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12586697' target='_blank'>12586697</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072585' target='_blank'>S000072585</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-5760-1"" target=""_blank"">beta-alanine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR169C' target='_blank'>YMR169C</a>
YMR020W,FMS1,beta-alanine biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12586697' target='_blank'>12586697</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072585' target='_blank'>S000072585</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-5760-1"" target=""_blank"">beta-alanine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YMR020W' target='_blank'>YMR020W</a>
YNR058W,BIO3,biotin biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12658511' target='_blank'>12658511</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079647' target='_blank'>S000079647</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=BIOTIN-SYNTHESIS-PWY"" target=""_blank"">biotin biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNR058W' target='_blank'>YNR058W</a>
YGR286C,BIO2,biotin biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12658511' target='_blank'>12658511</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079647' target='_blank'>S000079647</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=BIOTIN-SYNTHESIS-PWY"" target=""_blank"">biotin biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YGR286C' target='_blank'>YGR286C</a>
YNR057C,BIO4,biotin biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12658511' target='_blank'>12658511</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000079647' target='_blank'>S000079647</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=BIOTIN-SYNTHESIS-PWY"" target=""_blank"">biotin biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNR057C' target='_blank'>YNR057C</a>
YAL060W,BDH1,butanediol biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16535224' target='_blank'>16535224</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10938079' target='_blank'>10938079</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11306064' target='_blank'>11306064</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-661"" target=""_blank"">butanediol biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YAL060W' target='_blank'>YAL060W</a>
YAL060W,BDH1,butanediol degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11306064' target='_blank'>11306064</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10938079' target='_blank'>10938079</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-246"" target=""_blank"">butanediol degradation</a>",<a href='https://www.yeastgenome.org/locus/YAL060W' target='_blank'>YAL060W</a>
YML042W,CAT2,carnitine shuttle, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-4&redirect=T"" target=""_blank"">carnitine shuttle</a>",<a href='https://www.yeastgenome.org/locus/YML042W' target='_blank'>YML042W</a>
YML042W,CAT2,carnitine shuttle, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-4&redirect=T"" target=""_blank"">carnitine shuttle</a>",<a href='https://www.yeastgenome.org/locus/YML042W' target='_blank'>YML042W</a>
YAR035W,YAT1,carnitine shuttle, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-4&redirect=T"" target=""_blank"">carnitine shuttle</a>",<a href='https://www.yeastgenome.org/locus/YAR035W' target='_blank'>YAR035W</a>
YER024W,YAT2,carnitine shuttle, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-4&redirect=T"" target=""_blank"">carnitine shuttle</a>",<a href='https://www.yeastgenome.org/locus/YER024W' target='_blank'>YER024W</a>
YBR029C,CDS1,CDP-diacylglycerol biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000058496' target='_blank'>S000058496</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-103"" target=""_blank"">CDP-diacylglycerol biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR029C' target='_blank'>YBR029C</a>
YNL192W,CHS1,chitin biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16760306' target='_blank'>16760306</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12228806' target='_blank'>12228806</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-15&redirect=T"" target=""_blank"">chitin biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YNL192W' target='_blank'>YNL192W</a>
YBR038W,CHS2,chitin biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16760306' target='_blank'>16760306</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12228806' target='_blank'>12228806</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-15&redirect=T"" target=""_blank"">chitin biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR038W' target='_blank'>YBR038W</a>
YBR023C,CHS3,chitin biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16760306' target='_blank'>16760306</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12228806' target='_blank'>12228806</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-15&redirect=T"" target=""_blank"">chitin biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR023C' target='_blank'>YBR023C</a>
YLR307W,CDA1,chitosan biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16760306' target='_blank'>16760306</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-70&redirect=T"" target=""_blank"">chitosan biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR307W' target='_blank'>YLR307W</a>
YLR308W,CDA2,chitosan biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/16760306' target='_blank'>16760306</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-70&redirect=T"" target=""_blank"">chitosan biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR308W' target='_blank'>YLR308W</a>
YDR035W,ARO3,chorismate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1943992' target='_blank'>1943992</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ARO-PWY-1"" target=""_blank"">chorismate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YDR035W' target='_blank'>YDR035W</a>
YBR249C,ARO4,chorismate biosynthesis,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/1943992' target='_blank'>1943992</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=ARO-PWY-1"" target=""_blank"">chorismate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR249C' target='_blank'>YBR249C</a>
